label,statement,len
true,"With her solution, terrorists can still today and by the way ISIS knows it, they have been advertising it buy guns online and at gun shows in the United States of America.",171
true,"Despite President Barack Obamas promise to cut healthcare costs, the average cost of a family policy is up $1,300.",114
true,"Says the Texas Department of Agriculture seeks to purchase up to 300,000 promotional stress balls.",98
false,"Says he didnt call Dr. George Tiller a baby killer, as liberal groups charge, but was merely reporting what some prolifers branded him.",135
false,"Quotes Mark Cuban as saying,I worry that millions of millennials are voting Democrat this year because they fact-check everything.",130
true,"A Cornell University research study concludes that ethanol generates a 29 percent energy loss, meaning it takes more than a gallon of gasoline to produce a gallon of ethanol.",174
true,Half of all adults have a pre-existing condition that could affecttheir health care coverage.,93
false,"In preparing a rules package for the 112th Congress, the GOP had no discussions with Democrats.",95
true,Research even shows that sending more girls to school can boost an entire countrys GDP.,87
true,The 2000 Census cost $4.5 billion. The 2010 Census is set to cost up to $14.5 billion.,86
false,The United States has the most number of deductions available to corporations for the corporate income tax.,107
false,"UPS left 15,000 employees spouses without health insurance and told them to, go on an exchange with no employer subsidy.",120
false,"Says the goal of the Affordable Care Act was to get 30 million people insured, but it only got 7 million.",105
true,GEORGIA ROADWAY FATALITIES THIS YEAR: 59 PLEASE DRIVE SAFELY,60
false,We didnt have a development director for over seven months.,59
false,"There is not one of the Muslim nations that doesnt have discrimination against women, discrimination against gays, subjugation of other religious beliefs.",154
true,Says GOP recall challenger Kim Simac was delinquent paying her property taxes eight of the last nine years.,107
true,"Medicare spends ""$15-billion a year on subsidies to insurance companies.""",73
true,"Says while state leaders have cut funding for our schools and other basic priorities, the amount of money the state is projected to give away through tax breaks increased by a whopping $3.4 billion.",198
true,"If youre born poor, youre more likely to stay poor than any time in American history.",85
false,Says Alex Sink supported higher sales taxes.,44
true,I delivered to you a budget that ... cuts taxes by $2 billion.,62
false,Says Sherrod Browns campaign attacked Josh Mandels military service,67
false,The city of Pembroke Pines doesnt have a vote in a plan to build a detention center in Southwest Ranches.,105
true,Theres no scientific conclusion that (being gay) is genetic.,60
true,Roadside bombs are responsible for 70 percent of casualties in Iraq and these new mine-resistant vehicles can reduce those casualties by two-thirds.,148
false,The Democratic majority led the 111th Congress to spend more money in two years than the first 100 congresses before them combined.,131
true,Says Gov. Rick Scott returned $1 million in federal funding that would have helped the state cover the cost of overseeing insurance rates under the new health care law.,168
false,"When Josh Mandel claims to have accepted three debates with Sen. Sherrod Brown, he is lying. He has accepted ZERO proposed debates.",131
true,Says he and his running mate are the only candidates that do believe in free trade.,83
true,Says he never told anyone he hated the U.S. Senate.,51
false,The reason 29 states no longer have a death tax is that the tax damaged their economic competitiveness.,103
true,The Republicans have demanded deep cuts in education. Theyve demanded cuts in cancer research and other research to find cures and treatments to diseases.,154
false,"As chair of the Senate Education Committee, I led the charge to restore most of the education cuts from last session.",117
true,Says Bernie Sanders chose to spend his honeymoon in the Soviet Union in 1988.,77
true,Says U.S. corporate tax rate is highest in the world at 35 percent.,67
false,SaysHillary Clinton took 13 hours to send help to Americans under fire during the terrorist attack in Benghazi.,111
true,Thirty U.S. cities have Triple A baseball teams and virtually everyone of them [is] playing in government owned ballparks.,122
false,Discretionary spending went up 84 percent in the last two years,63
false,The Mexican government ... they send the bad ones over.,55
true,"Look, I believe in accountability. In 1983, I led the effort in Arkansas to improve our schools.",96
false,Says Mike Coffman is with Trump.,32
true,"If Obamacare is fully implemented, 30 million people will still be without health insurance.",92
false,"In two terms in the Missouri General Assembly, Jason Kander passed ZERO bills that were signed into law.",104
false,"Under President Barack Obama, income levels and unemployment numbers are worse now than just about ever for African-Americans.",126
true,The growth rate of women-owned businesses in Texas has nearly doubled that of the nation since President Obama has taken office.,128
false,"Due to the sequester, people are going to be unsafe. Homes are going to burn.",77
true,I did not vote to spend money to fight that (Amendment 6 redistricting) lawsuit.,80
true,We are the only state in the country that state employees dont contribute [to their pensions].,94
false,"Says Sheldon Whitehouse said on Senate floor: Everybody in Rhode Island who disagrees with me about Obamacare is an Aryan, is a white supremacist.",146
false,One year today since #GOP took control of the House and no new jobs.,68
true,Says the Georgia Dome would need up to $350 million in work over the next five to seven years.,94
true,"McDonalds in England only sells organic milk and free-range eggs, which provides more nutritious offerings than in the U.S.",123
false,"White House Political Director Patrick Gaspard once served as the ""right-hand man"" for Bertha Lewis, who heads up ACORN.",120
true,[A] 2009 USDA study found that 87 percent of chicken carcasses tested positive for generic E. coli ... just prior to packaging.,127
true,Education Week rates Ohio schools in the top five in the nation.,64
false,"Says she does the jobs of state auditor, secretary of state and lieutenant governor for less than the price of one of them in Washington state.",143
false,"Under current policies, were going to reduce the overall debt of the United States by $3 trillion over the next 10 years.",121
false,I have always been focused on reining in the deficit.,53
false,"We dont get a lot of calls from this White House I have, frankly, never had a call from them.",93
true,"Says that in fiscal year 2010, nearly 80 percent of women served in the Texas Womens Health Program received services from a provider other than a Planned Parenthood clinic.",173
true,"Earmarks requested in a federal spending bill included $277,000 for potato pest management in Wisconsin.",104
false,"Credit agency says Rep. Gibbs recklessly caused downgrade, higher interest rates.",81
false,"We're building a nearly $40-billion natural gas pipeline, which is North America's largest and most expensive infrastructure project ever.",138
false,Stimulus money went to office upgrades for politicians.,55
true,"The average state pension, including managers, is $23,000 a year; and just $14,000 for local government workers.",112
true,The Consumer Financial Protection Bureau has no congressional oversight.,72
true,He's (Romney) the one who said that he would be to the left of Teddy Kennedy on gay rights.,91
false,Jeb Bushs plan for Social Security is disastrous for seniors and raises the retirement age to 70.,97
false,I have little doubt that we've moved into recession at this point.,66
true,About 40 percent of Hispanic homeowners have subprime mortgages.,64
false,"Says that Lee Fisher once said, I never met a gun control bill I didnt like.",76
true,"Says in 2000, Fox News broke the story of George W. Bushs drunk driving arrest. Who broke it? Fox News.",103
true,"Barack Obama ""wants to nearly double the capital gains tax"" increasing taxes on ""mutual funds, 401(k)s"" for ""policemen, firemen, nurses.""",137
false,Says George Soros and Bill Gates are funding a bioweapons lab in Sierra Leone that caused the Ebola outbreak.,109
false,Nevada Republicans didnt do one single thing to cut spending in 2015.,69
true,"To comply with non-discrimination laws, the government is forcing people in business to make wedding cakes for anyone.",118
false,"Says Democratic challenger for his N.C. House seat raised taxes on clothing, school supplies even baby diapers!",111
true,Radio Marti and TV Marti have spent more than $500 million to reach less than 1 percent of the Cuban population.,112
false,I released all my emails.,25
true,I was the first member of Congress to contribute to Donald Trump.,65
false,''I have received more contributions than any other candidate in the race Republican or Democrat.'',99
true,The House Democrats' so-called 'stimulus' has been stuffed with an astonishing $335 million to fund prevention programs of sexually transmitted diseases.,153
true,"Were the Sunshine State, and were hardly doing any solar energy production.",75
true,"In Hawaii, ""they don't have a history of throwing incumbents out of office.""",76
true,New Hampshire has lost more jobs to China than any other state.,63
false,SaysGov. John Kasich incorrectly claimed Ohios economy was 38th in the nation when he took office. We were sixth in the nation in terms of economic job growth.,159
false,"(Birmingham, Ala.) is the cradle of the civil rights movement.",62
true,"Because of Gov. Scott Walkers budgeting, a greater percentage of general fund tax dollars is going to pay off debt than ever before in our history.",147
true,"When I took office, the deficit was nearly 10 percent of our economy. Today, its approaching 3 percent.",103
true,Were 49th in the United States in new businesses created.,57
false,I was banned from talking about Bill Ayers during the 2008 presidential campaign.,81
true,Says Mitt Romney has flip-flopped on his support for President Reagans policies.,80
false,Says Wisconsin Gov. Scott Walker literally invented a $3.6 billion deficit.,75
true,"We also have, in a park thats not far from here, an ability to build a reservoir that can hold a 30-day water supply for the city of Atlanta.",141
false,Virginia is home to more veterans per capita than any state in America.,71
true,Ohio is doing better right now than the national average on all the (economic) numbers.,87
true,"It is projected that 3.07 million people will use the train annually. Keep in mind that Amtraks Acela train in Washington D.C., Boston, Philadelphia, New York and Baltimore only had 3.2 million riders in 2010.",209
true,"Our businesses have created nearly twice as many jobs in this recovery as they had at the same point in the last recovery, when there was no Obamacare.",151
true,We have about six school districts that are in school 140 to 150 days this year.,80
false,Says Gov. Jim Doyle and the DNR have not put hunters first and mismanaged the deer herd; as a result the deer population has dwindled.,134
true,"Today, there are more Hoosiers going to work than ever before in the 200-year history of the great state of Indiana.",116
true,No one knows who bought the [38 Studios] bonds. And there was some language put in the bond offer that they must remain anonymous.,130
false,"Today, you cant rely on (the retirement fund for public employees), its not funded.",83
true,Says his average federal tax rate was 36 percent.,49
true,President Barack Obama said over 20 times he did not have the legal authority to act as he did on immigration.,110
true,Nearly 45 percent of the women who receive health screenings through (the Womens Health Program) do so at a Planned Parenthood health center.,141
true,"Last year, we produced 14 percent less oil on public lands than we did the year before.",87
false,Floridas regulations on the payday lending industry are stronger than almost any other state.,93
false,Congressman Bill Young voted to cut taxes for millionaires and end your Medicare.,81
false,"On my last trip to New Hampshire, I think I met the guy who founded the first and only bank since Dodd-Frank passed, since the financial crisis. One bank in the country.",169
true,The Republican election platform was actually written with the help of a former lobbyist for AIG and a former lobbyist for Exxon-Mobil.,135
false,Says Alaska Sen. Mark Begich supported President Barack Obamas economic policies 97 percent of the time.,104
true,Seventy-five percent of the young adults in this country are not mentally or physically fit to serve.,101
true,Says David Dewhurst accused Cruz of being a Red Chinese Communist.,66
false,Less than 10 percent of President Barack Obamas Cabinet members have private-sector experience.,95
true,Federal law prohibits the growing of industrial hemp in the United States.,74
true,We created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for private-sector job growth since the year 2000.,170
true,"Greg Abbott has benefitted from payday lenders who have given him $300,000 and then received a ruling from him that they can operate in a loophole in the law that allows them to charge unlimited rates and fees.",210
true,"Many of the companies bankrolling the ad campaign against Amendment 4 are recipients of a congressional bailout, in the form of humongous tax refunds earlier this year.",168
true,Says Georgia Power customers pay 10 percent to 15 percent below the national average for electricity.,101
true,In states that have private-sale background checks for handguns 49 percent fewer women are shot and killed.,107
true,Nothing in any of the Democrat bills would require individuals to verify their citizenship or identity prior to receiving taxpayer-subsidized benefits.,151
true,"Every poll you see, the overwhelming majority of people want [E-Verify].",72
true,Sen. George LeMieux voted to let oil companies off the hook and overturn pollution rules.,89
true,I have the experience as Senate Budget Chair of cutting $4.5 billion in spending -- to close the deficit while protecting education and health care.,148
true,"Over the course of one four-year term, it costs taxpayers more than $1 million simply to operate the governors mansion.",119
true,Says Donald Trump supports eminent domain and the Supreme Courts Kelodecision.,78
false,Says Tom Steyer is aCalifornia billionaire who stands to profit by blocking Keystone and is spending big to help Bruce Braley.,126
true,Says Republican state Sen. Alberta Darling offered unqualified support for a plan to end Medicare,97
false,On adoption by gay couples,26
true,"In 2011, (Debbie) Wasserman Schultz missed 62 congressional votes one of the worst records of any member of Congress.",117
false,Matt Patten kicked off his dirty campaign with thousands in dirty cash from guess who? (Frank) Russo and (Jimmy) Dimora.,120
false,"43,000 people are going to be kicked out of nursing homes or denied nursing home entrance if the Texas House version of the state budget passes into law.",153
true,Women are still paid 82 cents for every dollar a man earns in Texas.,68
true,"$120,000 will be spent by taxpayers on Charlie Crists political photo-op special session.",89
false,"Of hospitals in Rick Scotts Columbia/HCA health care company, ""A top executive said they even turned away a poor man and left him to die outside their door.""",157
true,The list of voters that North Carolina Republicans tried to purge was two-thirds black and Democratic.,102
false,Fox News airs Stuart Scott R.I.P. tribute with picture of Stephen A. Smith.,75
false,Seventy percent of the people living in abject poverty are women.,65
true,On support for a military strike on Syria,41
false,"Says after Hurricane Sandy, New York Mayor Michael Bloomberg refused to allow the National Guard into the city to restore civil order because Guardsmen carry guns!",163
true,Were 48th in K-12 funding and 50th in higher education.,55
false,Heres something that people never talk about with coach Schiano: Rutgers had the best graduation rate of any Division I football program in America.,148
false,When youre white ... you dont know what its like to be poor.,60
true,"With the resources it takes to execute just over three months of the Iraq war, we could fully fund the expansion of health care for needy children that Bush vetoed.",164
true,Says Travis Countys unemployment rate is below the national average while its poverty rate exceeds the national average--and local poverty is rising.,149
true,Film and television productions generated a $6 billion economic impact for Georgias economy in the most recent fiscal year.,123
false,Nobodys addicted to marijuana.,30
true,"President-elect Trumps immigration policies are very similar to policies that are sitting right in the Senate and the House today to temporarily suspend immigration from countries that harbor terrorism, to temporarily suspend immigration from Syria until we get better vetting.",277
false,Says Gov. Scott Walker took away $1.6 billion from schools and handed it off as over $2 billion in tax breaks to the rich.,122
true,The federal government can cut all of the non-military discretionary spending and not balance the budget.,105
true,"In Galveston, Texas, they have allowed people to privatize part of their Social Security. And people are building wealth.",121
false,On bipartisan redistricting.,28
true,"Spending increases, not tax cuts, are the major cause of the federal budget deficit.",84
false,"Says Reps. Rush Holt, Frank Pallone and Bill Pascrell are willing to jeopardize seniors access to coverage by gutting $741 billion from Medicare to pay for a big-government healthcare takeover.",193
true,"Says Keene, N.H., requested a military-grade armored personnel truck, citing their annual Pumpkin Festival as a possible target for terrorists.",143
true,President Barack Obama had the legal authority to strike Syria without a vote from Congress.,92
true,On the importance of judicial experience for Supreme Court nominees.,68
false,"Horse racing could boost Georgias economy by $1 billion a year and create 10,000 to 20,000 jobs.",96
false,Russ Feingold voted against the law that protected our lakes and was the only Great Lakes senator to vote no.,109
false,Says the new Dodd-Frank financial law requires a 20 percent down payment to buy a house.,88
false,"I have a perfect voting record from organizations like the Veterans of Foreign Wars, the American Legion and all the other veterans service organizations.",154
false,Barack Obama has consistently voted against tougher penalties for criminals.,76
false,"For the amount of money Hillary Clinton would like to spend on refugees, we could rebuild every inner city in America.",118
true,"In the history of the United States, 168 presidential nominees have been filibustered, 82 blocked under President Obama, 86 blocked under all the other presidents.",163
true,Says Jeff Stone = Scott Walker.,31
true,"Palin ""inherited a city with zero debt, but left it with indebtedness of over $22-million.""",91
true,Florida is one of only three states that require licenses for commercial interior designers.,92
false,"After hiring a campaign manager in 2006, I got this $100 and something fee ... for hazardous materials.",103
false,"In 2009, pre-Hillary, ISIS was not even on the map.",51
true,Obamacare is not a popular law.,31
false,"Nobody has been talking about it (Medicaid fraud), focused on it, or paying attention to it.",92
false,"Rick Scott has destroyed over 100,000 jobs.",43
true,"For every week that (state lawmakers are) able to cut off our timeline, it saves (Georgia taxpayers) approximately $100,000.",124
true,"Grateful insurance company executives and their lobbyists from Bermuda gave McCain $50,000.",91
true,90 percent of fires in Arizona are human-caused.,48
true,Today 46 percent of all Floridians owe more on their home than it is worth.,75
true,"Says that when President Obama visited El Paso, he pronounced that the border with Mexico and the United States was safer than it ever was in history.",150
false,"Says Texas gained 21,000 doctors due to tort reform.",52
false,"Technically, (Ted Cruz is) not even an American.",48
true,Most private sector jobs in the history of Buffalo exist in Buffalo today,73
false,"Rubio's ""got more experience than Obama had.""",45
true,More than 125 jobs have been created at the Milwaukee Job Corps Center.,71
true,Says a university survey concluded his Massachusetts administration had more women in senior leadership positions than any other state in America.,146
true,The Ohio Democratic Party has raised $1.1 million since the November election. A very small percentage of that has come from organized labor.,141
true,Says a careless attitude and poor oversight by the Texas Department of Agriculture led to deaths and illnesses traced to a Texas peanut plant.,142
true,TheU.S. economyis three times asbig as Chinas.,46
true,Providence graduation rates are up.,35
true,Says Alex Jones said that the victims of the Sandy Hook massacre were child actors and no one was actually killed there.,120
false,"Says no, youre wrong, responding to the assertion that stop-and-frisk was ruled unconstitutional in New York.",109
false,The majority of revenue generated by a proposed Kenosha casino would be sent to the Seminole tribe in Florida.,110
true,I've got the most international experience here.,48
false,Says Gov. Rick Scott cut more government jobs than were created in the private sector in Florida in 2012.,105
true,"Florida doesnt regulate assault weapons or .50 caliber rifles or large-capacity ammunition magazines. It doesnt require a permit to purchase a gun. It doesnt require any registration, whatsoever.",195
true,"Texas is home to millions of Latinas, but the state has never elected a Latina to Congress.",91
false,"Studies suggest the 2017 College Football Playoff Championship game will bring about 1,700 to 1,800 full-time jobs.",115
false,Says that he did not exactly say that communities have the right to ban mosques.,80
false,"Faced with $1 million in campaign debt, Scott Walker is unloading his campaign security costs onto the backs of Wisconsin taxpayers.",132
false,"George Allen had 40,000 earmarks while he was a senator.",56
true,We are amassing most of our military strength in a country where fewer than 100 members of al Qaeda remain.,107
true,He won't even support his colleague's ... motion to censure the Bush administration for systemic repeated illegal wiretaps.,123
true,Says Romney said we should ask Pakistan for permission to take a shot at Osama bin Laden.,89
true,More than 1 million Texans live without affordable health care because Rick Perry failed to partner with the Legislature to find a Texas solution to closing the coverage gap.,174
true,There are actually half a million fewer government employees now than there were when (President Barack) Obama took office.,123
false,The Clean Power Plan is something that Sen. Sanders has said he would delay implementing.,89
true,Says Marco Rubio has the worst voting record there is today.,60
true,Millions of dollars are spent by Planned Parenthood to elect Democrats to the House of Representatives and the Senate.,118
true,The biggest job of the surgeon general is to translate health care and health care needs into plain English.,108
false,"Says Barack Obama is a hypocrite for criticizing President George W. Bushs drone attack program, then using it aggressively as president.",137
true,Says Measure 11 is one of the most significant reasons for decrease in violent crime.,85
false,"Says 160,000 kids stay home every day because they are afraid to go to school because of bullying.",98
false,We reduced abortion. We increased adoptions by 135 percent.,59
true,"Wisconsin pays criminal defense lawyers who represent the indigent $40 per hour, the lowest in the country.",107
true,House Bill 2301 never had a public hearing,42
true,The proposed transportation tax plan revokes a tax-credit for consumers electric cars while the state retains similar credits for similar vehicles for businesses.,162
false,Theres no plan from Senate Democrats or the White House to replace the sequester.,81
true,Says U.S. Senate rival Tommy Thompson said he wants to do away with Medicare.,77
true,The nation as a whole has created jobs at a rate that is two times the rate that we have created jobs here in Wisconsin under Gov. Walker.,138
false,"I differed with my party on business legislation, on consumer protection, and on free trade agreements.",103
false,We will have the highest general revenue in state history next year. Conservative pro-growth policies work in our state.,120
true,Comic strip says government study shows Head Start has little or no impact on the children its supposed to help.,112
false,"In 2013, Dan Patrick voted against funding to test the backlog of rape kits, allowing rapists to walk free.",107
true,A majority of the candidates on this stage have supported amnesty ... I have never supported amnesty.,101
true,Says Pope Francis took the name of a saint who basically reached out to Muslims.,80
true,"The claim ... that we plan to set up panels of bureaucrats with the power to kill off senior citizens ... is a lie, plain and simple.",133
false,One-third of the gasoline is purchased by out-of-state people in Virginia,73
true,"Obamacare is a massive, massive income redistribution with $250 billion a year in Medicaid expansion (and) in the subsidy structure thats basically being paid for by people on Medicare, through Medicare cuts, and a lot of tax increases.",236
true,The federal tax code has loopholes that are giving incentives for companies that are shipping jobs overseas.,108
true,"The Republican from Georgia [U.S. Rep. Jack Kingston], he hasnt even been to a NASCAR race.",91
false,Says Kurt Schrader supports Obamas sequester but wont cut $1.6 million to fund new video games.,95
false,"In the last year, Wisconsin ranked third in Midwest job growth.",63
true,"The typical Wisconsin worker makes $5,000 less each year than our neighbors in Minnesota under Gov. Scott Walkers policies.",123
true,"FIFA pressured Brazil into passing a so-called Budweiser bill, allowing beer sales in soccer stadiums.",102
false,Leticia Van de Putte voted to stop schools from removing teachers convicted of a felony.,88
true,"Having an entirely Democrat congressional delegation in 2009, when the [federal stimulus] bill passed, increases the per capita stimulus dollars that the state receives per person by $460.",188
true,Says a state bill checks the spending habits of the Milwaukee County Board of Supervisors by bringing it in line with other county boards around the state.,155
false,Recently Rick Scott closed 30 womens health care centers across the state.,74
true,The income tax that started at 2 percent under Governor Byrne is now 9 percent.,79
false,Says federal health care overhaul will cost Texas state government upwards of $30 billion over the next 10 years.,113
false,"Says President Barack Obama has put (up) a stop sign against oil drilling, against any kind of exploration offshore or in Alaska.",129
false,"Ive created over 40,000 jobs.",29
true,Passing a federal firearms background check through the NICS database . . . typically takes 90 seconds.,103
false,The debt-ceiling bill doesnt cut the debt. It will add about $7 trillion in new debt over the next 10 years.,108
false,"Says Hillary Clinton has been a champion of globalist trade agreements. ... Worst of all, they are now pushing the disastrous 5,000-page Obamatrade the Trans-Pacific Partnership agreement.",188
true,Says Jeb Bush flip-flop-flip(ped) on immigration.,49
false,"Ganley said that if elected, he wants to cut the dickens out of Social Security, Medicare and Veterans benefits.",112
true,"Says Marco Rubio opposes immigration reform. Worse, Rubio supports Donald Trump. His plan would deport 800,000 children, destroying families.",141
true,"Since 1980, over 145 incidents have been documented of suction entrapment in swimming pools and spas, including 36 deaths of children.",134
true,The RESTORE Act started as an effort to dedicate as much BP fine money as possible towards Gulf Coast restoration but now could steer money to places like the Great Lakes and West Coast.,186
true,"Countries with a higher minimum wage than the United States $7.25 an hour include Denmark at $21, Australia at$15.81, Germany at$11and France at$12.35.",151
true,Joe Morrissey has been a delegate in the General Assembly for eight years with no laws passed to help our black community with education or workforce.,150
true,Georgia lawmakers balanced the budget without raising taxes on residents.,73
false,Defends his vote to push retirement age to 70 by saying he is for a process that would not be fully implemented until around the turn of the century.,149
false,President Obama . . . wants to mandate circumcision.,52
false,"The president has given 1,100 special waivers to his friends for Obamacare.",75
false,"Says that three of these five Republicans -- Ben Westlund, Rob Patridge, Max Williams, Lane Shetterly, Lynn Lundquist -- later became Democrats.",144
false,The crime decline in the United States would be fairly small if it wasn't for the crime decline in New York City.,113
true,"Proposed cuts in the House farm bill mean 2 million less people on food stamps, 210,000 children will not receive school lunches or breakfasts.",143
true,"If it is enacted, the Senate immigration bill is going to make the Border Patrol bigger than the FBI -- you could put one agent every 250 feet.",143
false,Rick Scott doesnt have any ties to a lobbyist.,46
false,At my first Lets Get to Work Day we sold out; more than 240 dozen doughnuts by 8:30 a.m.,88
false,Glen Sturtevant is against smaller class sizes.,47
false,"Congressional lawmakers earn their salaries FOR LIFE, which for House Minority Leader Nancy Pelosi would add up to $803,700 Dollars a year for LIFE including FREE medical.",171
true,"President Obamas proposal calls for serious cuts in our own long-term carbon emissions, but China and India will still be allowed to increase their emissions.",158
false,"I have never asked for a single earmark, pork barrel project for my state of Arizona.",85
false,"Starting in 2011, ""you will be required to pay taxes"" on ""the value of whatever health insurance you are given by the company.""",127
false,Planned Parenthood is nothing more than a referral service. They dont do anything except profit from killing babies and then selling body parts of those aborted babies.,168
false,Says Democratic recall opponent Tom Barrett is campaigning on lifting property tax limits.,90
true,Photo ID is not required for those who vote by mail.,52
true,We have the lowest per-capita spending of any state in the nation except for South Dakota.,90
true,"Barack Obama was ""a trial attorney for ACORN.""",46
true,"When I ran against incumbent President Gerald Ford, you know how much money we raised? None.",92
true,President Obama has the worst ratings of any president at the end of his first year.,84
false,Milwaukee County has a parks capital budget thats bigger than its been in the last 10 years.,92
false,"Says Charlie Crist wants felons who commit a heinous crime such as intentional permanent disfigurement of a child, you walk out of jail, you immediately get to vote.",165
false,700 jobs (were) lost because Allen Boyd voted for the health care bill.,71
false,"Because of (the 1994 crime bill), we had a 25-year low in crime, a 33-year low in the murder rate, and listen to this, because of that and the background check law, a 46-year low in the deaths of people of gun violence.",219
false,"In 2009, we cut state spending in real terms for the first time in 150 years.",77
false,"In every poll, John Cornyn always loses to any conservative the voters have heard about.",88
true,"For the last decade, funding in the health and human services budget has grown at twice the rate as other parts of the budget, and I think that context is important.",165
true,"In Wisconsin, deaths from domestic violence are at the highest in 10 years.",75
false,"Twitter, Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!",105
true,Says there is a plan formulated by Chair (Lynn) Peterson and the cities in Clackamas County to further increase this fee in three years and split it up on projects between the county and cities.,194
true,"For the state of Florida, there is not an additional cost with implementation of the Common Core standards.",107
true,Twenty-five or 24 million people are out of work or stopped looking for work.,77
false,"Education Week says Obama 'hasn't made a significant mark on education,' is 'elusive' on accountability, and a 'staunch defender of the existing public school monopoly.'",169
true,"Says Trump ties are made in China, not Colorado. Trump suits in Mexico, not Michigan. Trump furniture in Turkey, not Ohio. Trump picture frames in India, not Wisconsin.",168
false,"Weve had about 3,000 murders in connection with lax border security.",68
true,"Huckabee ""granted 1,033 pardons and commutations . . . more clemencies than the previous three governors combined.""",115
true,The proposed transportation bill could be the largest tax increase in Georgia history.,86
true,"The Internal Revenue Service spent $60,000 on a Star Trek training video.",73
true,"While in Congress, Nathan Deal was a leader when it came to protecting our borders.",83
false,Florida's new fingerprint identification system is improving our rate of solving cold cases by 300 percent.,107
false,The 2009 stimulus bill failed to get people back to work.,57
true,"Since 1995, the top 400 wealthiest families have seen their incomes go up 400 percent and their tax rates go down 40 percent.",125
false,Muslims tried to use Sharia law to influence court decisions in New Jersey and Oklahoma,87
true,"Actually, Reagan was a Democrat before he was a Republican.",59
false,We can save $125 billion in simply not giving out money to Medicare recipients that dont exist for procedures that didnt happen.,128
false,The University of Wisconsin System will be much more affordable than just about any other campus in America because going forward we have a cap on it tied to inflation.,168
false,Gov. Rick Perry used $3.2 billion in stimulus dollars for schools to plug other holes in his budget.,100
true,On immigration reform,21
true,The actions Im taking are the kinds of actions taken by every single Republican president and every single Democratic president for the past half-century.,154
true,"It took us four years to balance the budget. Then I gave you four surplus budgets for the first time in more than 70 years, paid $600 billion down on the national debt.",168
true,"Says Jon Corzine gave away 14 percent raises over 4 years and he stood on the front steps of the Capitol at a public-sector union rally and said, I will fight to get you a great contract.",187
true,Weve cut taxes 50 times and look what has happened to our revenues. Theyve grown.,81
true,Many dont know that Bill Young was once the minority leader in the Florida Senate...because he was the only Republican senator.,127
false,Says Barack Obama is the only American president who has not visited the D-Day Monument in Normandy on D-Day.,109
false,Says Oregon is one of only three states that allow the use of gillnets on inland waters.,88
false,"Obamacare is the biggest job-killer in this country -- millions of Americans have lost their jobs, have been forced into part-time work.",136
false,"Says Donald Trump made a lot of money from outsourcing jobs thanks to NAFTA but never, ever raised his voice against it when Congress was considering it.",153
true,I've spent 20 years devoted to working on behalf of families who are having a tough time and are seeking out the American dream.,128
false,Says he was a Marine during Vietnam.,36
false,AARP is endorsing the health care reform bill.,46
false,Says Mitt Romneys investments created zero jobs.,48
true,"American Hustleshows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down.",137
false,"These steps (a middle-class tax cut, national health care plan, foreclosure prevention fund, Social Security fix and more) are all paid for.",140
false,Barack Obama and Hillary Clinton are negotiating with the United Nations about doing a treaty that will ban the use of firearms.,128
false,"The nearly six-year delay in approving Keystone is costing Americans more than 100,000 jobs.",92
false,Says iPads and iPhones are built in the United States of America.,65
false,"Dubious taxpayer-funded stimulus projects in Rhode Island include $250,000 to provide digital television to the states inmate population.",137
false,The Pentagon itself says that we could eliminate 20 percent of U.S. bases.,74
true,I never called for a partition of Iraq.,39
false,"In the history department at the University of Texas, out of 50 registered voters, only one is a Republican.",108
true,Said Republicans made historic gains in state legislatures during last months election,86
true,We got the highest vote count in the history of the Republican Party.,69
true,"Metro Atlantans spend over an hour every day or five hours a week commuting, for a total of 260 hours a year.",109
true,"In Cover Florida ""thousands already enrolled and climbing.""",59
true,The Cathedral of Christ the King is one of the Archdiocese of Atlantas largest and fastest-growing parishes.,108
false,New Jerseys citizens are working at the highest rate in three years.,68
false,The money supply has doubled in the last year.,46
false,"Says Oregons high minimum wage is the reason why by 2011, Oregons restaurants employed an average of only 13.8 workers, or 2.6 fewer employees than they did before the states minimum wage began rising above the federal level in 1997.",233
true,The president of the United States ... agrees with me that marriage should be between a man and a woman.,104
true,The debt ceiling deal will result in the lowest level of annual domestic spending since Dwight Eisenhower was president.,120
false,The Climatic Research Unit e-mails show that the science behind climate change has been pretty well debunked.,109
true,President Obamas suggested reduction in spending for next year: $0.,67
false,"Rick Perry ended full-day Pre-K for 100,000 Texas children.",59
true,Says PPS employees have paid their own PERS contributions for many years.,73
true,Every president since Eisenhower has taken executive action to address immigration issues.,90
false,Says Alex Sinks plans for governor include $12.5 billion in new spending.,73
false,"Any child born prematurely, according to the president, in his own words, can be killed.",88
true,Seventy percent of all uninsured live in households in which at least one person is working.,92
false,Recent data showed Nevada ranks 50th in the money received from the stimulus bill.,82
true,"If you want to talk firsts for Bush, this was the first time in American history that a president took us into a war and cut taxes.",131
false,Nearly half of all persons under 30 did not go to work today.,61
false,Ted Cruz tried to ban contraception five times.,47
true,I dont own a single stock or bond I have no savings accounts.,61
true,Forty percent of the undocumented workers in this country entered the U.S. legally and overstayed their visa.,109
